tenure_id,season,team,start_week,end_week,head_coach,head_coach_started_midseason,offensive_play_caller,caller_role,head_coach_is_play_caller,verification_status,source_url,source_title,source_publisher,source_date,date_verified,verification_notes
2020_DET_16_16_Darrell Bevell,2020,DET,16,16,Darrell Bevell,true,Sean Ryan,quarterbacks coach,false,verified,https://www.nfl.com/news/lions-interim-coach-darrell-bevell-won-t-coach-vs-bucs-due-to-covid-19-protocols,Lions interim coach Darrell Bevell won't coach vs. Bucs due to COVID-19 protocols,NFL,2020-12-24,2026-07-20,Ryan called Week 16 while Bevell was unavailable under COVID-19 protocols.
2020_DET_17_17_Darrell Bevell,2020,DET,17,17,Darrell Bevell,true,Darrell Bevell,interim head coach,true,verified,https://www.nfl.com/news/lions-interim-coach-darrell-bevell-won-t-coach-vs-bucs-due-to-covid-19-protocols,Lions interim coach Darrell Bevell won't coach vs. Bucs due to COVID-19 protocols,NFL,2020-12-24,2026-07-20,Bevell returned for Week 17.
2020_GB_1_20_Matt LaFleur,2020,GB,1,20,Matt LaFleur,false,Matt LaFleur,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_HOU_1_4_Bill O'Brien,2020,HOU,1,4,Bill O'Brien,false,Tim Kelly,offensive coordinator/quarterbacks coach,false,verified,https://www.nfl.com/news/bill-o-brien-hands-play-calling-duties-to-texans-oc-0ap3000001103083,Bill O'Brien hands play-calling duties to Texans OC,NFL,2020-02-25,2026-07-20,Kelly was designated Houston's caller before the season and retained the role after the head-coach change.
2020_HOU_5_17_Romeo Crennel,2020,HOU,5,17,Romeo Crennel,true,Tim Kelly,offensive coordinator/quarterbacks coach,false,verified,https://www.nfl.com/news/bill-o-brien-hands-play-calling-duties-to-texans-oc-0ap3000001103083,Bill O'Brien hands play-calling duties to Texans OC,NFL,2020-02-25,2026-07-20,Kelly was designated Houston's caller before the season and retained the role after the head-coach change.
2020_IND_1_18_Frank Reich,2020,IND,1,18,Frank Reich,false,Frank Reich,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_JAX_1_17_Doug Marrone,2020,JAX,1,17,Doug Marrone,false,Jay Gruden,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_KC_1_21_Andy Reid,2020,KC,1,21,Andy Reid,false,Andy Reid,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_LA_1_19_Sean McVay,2020,LA,1,19,Sean McVay,false,Sean McVay,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_LAC_1_17_Anthony Lynn,2020,LAC,1,17,Anthony Lynn,false,Shane Steichen,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_LV_1_17_Jon Gruden,2020,LV,1,17,Jon Gruden,false,Jon Gruden,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_MIA_1_17_Brian Flores,2020,MIA,1,17,Brian Flores,false,Chan Gailey,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_MIN_1_17_Mike Zimmer,2020,MIN,1,17,Mike Zimmer,false,Gary Kubiak,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_NE_1_17_Bill Belichick,2020,NE,1,17,Bill Belichick,false,Josh McDaniels,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_NO_1_19_Sean Payton,2020,NO,1,19,Sean Payton,false,Sean Payton,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_NYG_1_17_Joe Judge,2020,NYG,1,17,Joe Judge,false,Jason Garrett,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_NYJ_1_6_Adam Gase,2020,NYJ,1,6,Adam Gase,false,Adam Gase,head coach,true,verified,https://www.newyorkjets.com/news/dowell-loggains-gets-the-jets-play-calling-call-for-a-2nd-game,Dowell Loggains Gets the Jets' Play-Calling Nod for a 2nd Game,New York Jets,2020-10-29,2026-07-20,Gase called the first six games.
2020_NYJ_7_17_Adam Gase,2020,NYJ,7,17,Adam Gase,false,Adam Gase / Dowell Loggains,head coach / offensive coordinator,true,verified,https://www.newyorkjets.com/news/dowell-loggains-gets-the-jets-play-calling-call-for-a-2nd-game,Dowell Loggains Gets the Jets' Play-Calling Nod for a 2nd Game,New York Jets,2020-10-29,2026-07-20,Loggains selected calls beginning Week 7 while Gase relayed them and retained override and situational input; combined attribution reflects the documented hybrid process.
2020_PHI_1_17_Doug Pederson,2020,PHI,1,17,Doug Pederson,false,Doug Pederson,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_PIT_1_18_Mike Tomlin,2020,PIT,1,18,Mike Tomlin,false,Randy Fichtner,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_SEA_1_18_Pete Carroll,2020,SEA,1,18,Pete Carroll,false,Brian Schottenheimer,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_SF_1_17_Kyle Shanahan,2020,SF,1,17,Kyle Shanahan,false,Kyle Shanahan,head coach,true,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_TB_1_21_Bruce Arians,2020,TB,1,21,Bruce Arians,false,Byron Leftwich,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_TEN_1_18_Mike Vrabel,2020,TEN,1,18,Mike Vrabel,false,Arthur Smith,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2020_WAS_1_18_Ron Rivera,2020,WAS,1,18,Ron Rivera,false,Scott Turner,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2020/coaches.htm,2020 NFL Coaches,Pro Football Reference,2020,2026-07-20,Caller verified against the 2020 coaching structure and contemporaneous reporting.
2021_ARI_1_19_Kliff Kingsbury,2021,ARI,1,19,Kliff Kingsbury,false,Kliff Kingsbury,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_ATL_1_18_Arthur Smith,2021,ATL,1,18,Arthur Smith,false,Arthur Smith,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_BAL_1_18_John Harbaugh,2021,BAL,1,18,John Harbaugh,false,Greg Roman,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_BUF_1_20_Sean McDermott,2021,BUF,1,20,Sean McDermott,false,Brian Daboll,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_CAR_1_13_Matt Rhule,2021,CAR,1,13,Matt Rhule,false,Joe Brady,offensive coordinator,false,verified,https://www.panthers.com/news/panthers-part-ways-with-joe-brady,Panthers part ways with Joe Brady,Carolina Panthers,2021-12-05,2026-07-20,Brady called through Week 12; Carolina's Week 13 bye is retained inside the segment.
2021_CAR_14_18_Matt Rhule,2021,CAR,14,18,Matt Rhule,false,Jeff Nixon,senior offensive assistant/running backs coach,false,verified,https://www.nfl.com/news/panthers-hc-matt-rhule-decision-to-fire-oc-joe-brady-purely-football-related,Panthers HC Matt Rhule: Decision to fire OC Joe Brady 'purely football' related,NFL,2021-12-06,2026-07-20,Nixon assumed play-calling duties beginning Week 14.
2021_CHI_1_3_Matt Nagy,2021,CHI,1,3,Matt Nagy,false,Matt Nagy,head coach,true,verified,https://www.espn.com/nfl/recap/_/gameId/401326382,Bears 24-14 Lions game recap,ESPN,2021-10-03,2026-07-20,Nagy called the first three games before delegating the role.
2021_CHI_4_18_Matt Nagy,2021,CHI,4,18,Matt Nagy,false,Bill Lazor,offensive coordinator,false,verified,https://www.espn.com/nfl/recap/_/gameId/401326382,Bears 24-14 Lions game recap,ESPN,2021-10-03,2026-07-20,Nagy confirmed Lazor called plays beginning in Week 4.
2021_CIN_1_22_Zac Taylor,2021,CIN,1,22,Zac Taylor,false,Zac Taylor,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_CLE_1_18_Kevin Stefanski,2021,CLE,1,18,Kevin Stefanski,false,Kevin Stefanski,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_DAL_1_19_Mike McCarthy,2021,DAL,1,19,Mike McCarthy,false,Kellen Moore,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_DEN_1_18_Vic Fangio,2021,DEN,1,18,Vic Fangio,false,Pat Shurmur,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_DET_1_9_Dan Campbell,2021,DET,1,9,Dan Campbell,false,Anthony Lynn,offensive coordinator,false,verified,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/dan-campbell-takes-over-play-calling-duties-from-anthony-lynn/,Dan Campbell takes over play-calling duties from Anthony Lynn,NBC Sports,2021-11-14,2026-07-20,Lynn called Detroit's first eight games; Week 9 was the bye.
2021_DET_10_18_Dan Campbell,2021,DET,10,18,Dan Campbell,false,Dan Campbell,head coach,true,verified,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/dan-campbell-takes-over-play-calling-duties-from-anthony-lynn/,Dan Campbell takes over play-calling duties from Anthony Lynn,NBC Sports,2021-11-14,2026-07-20,Campbell took over beginning in Week 10.
2021_GB_1_20_Matt LaFleur,2021,GB,1,20,Matt LaFleur,false,Matt LaFleur,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_HOU_1_18_David Culley,2021,HOU,1,18,David Culley,false,Tim Kelly,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_IND_1_18_Frank Reich,2021,IND,1,18,Frank Reich,false,Frank Reich,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_JAX_1_14_Urban Meyer,2021,JAX,1,14,Urban Meyer,false,Darrell Bevell,offensive coordinator,false,verified,https://www.jaguars.com/news/meyer-on-monday-a-learning-experience,Meyer on Monday: A learning experience,Jacksonville Jaguars,2021-12-13,2026-07-20,Bevell called throughout Urban Meyer's tenure.
2021_JAX_15_15_Darrell Bevell,2021,JAX,15,15,Darrell Bevell,true,Darrell Bevell,interim head coach,true,verified,https://www.jaguars.com/news/bevell-we-re-moving-forward,Bevell: We're moving forward,Jacksonville Jaguars,2021-12-16,2026-07-20,Bevell retained play calling for his first game as interim head coach.
2021_JAX_16_18_Darrell Bevell,2021,JAX,16,18,Darrell Bevell,true,Brian Schottenheimer,passing game coordinator/quarterbacks coach,false,verified,https://www.jaguars.com/news/bevell-on-monday-schottenheimer-to-call-plays,Bevell on Monday: Schottenheimer to call plays,Jacksonville Jaguars,2021-12-20,2026-07-20,Schottenheimer called the final three games.
2021_KC_1_21_Andy Reid,2021,KC,1,21,Andy Reid,false,Andy Reid,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_LA_1_22_Sean McVay,2021,LA,1,22,Sean McVay,false,Sean McVay,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_LAC_1_18_Brandon Staley,2021,LAC,1,18,Brandon Staley,false,Joe Lombardi,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_LV_1_5_Jon Gruden,2021,LV,1,5,Jon Gruden,false,Greg Olson,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_LV_6_19_Rich Bisaccia,2021,LV,6,19,Rich Bisaccia,true,Greg Olson,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_MIA_1_4_Brian Flores,2021,MIA,1,4,Brian Flores,false,George Godsey / Eric Studesville,co-offensive coordinators,false,verified,https://www.nfl.com/news/dolphins-naming-eric-studesville-and-george-godsey-as-offensive-co-coordinators,Dolphins naming Eric Studesville and George Godsey as offensive co-coordinators,NFL,2021-02-02,2026-07-20,Miami used a collaborative co-coordinator process early in the season.
2021_MIA_5_18_Brian Flores,2021,MIA,5,18,Brian Flores,false,George Godsey,co-offensive coordinator/tight ends coach,false,verified,https://www.miamiherald.com/sports/nfl/miami-dolphins/article254905012.html,Dolphins streamline play-calling in loss to Buccaneers,Miami Herald,2021-10-10,2026-07-20,Godsey began relaying calls directly to the quarterback in Week 5.
2021_MIN_1_18_Mike Zimmer,2021,MIN,1,18,Mike Zimmer,false,Klint Kubiak,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_NE_1_19_Bill Belichick,2021,NE,1,19,Bill Belichick,false,Josh McDaniels,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_NO_1_18_Sean Payton,2021,NO,1,18,Sean Payton,false,Sean Payton,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_NYG_1_11_Joe Judge,2021,NYG,1,11,Joe Judge,false,Jason Garrett,offensive coordinator,false,verified,https://www.giants.com/news/freddie-kitchens-jason-garrett-joe-judge-daniel-jones-kenny-golladay,Freddie Kitchens reaches out to players for input,New York Giants,2021-12-02,2026-07-20,Garrett called through Week 11 before his dismissal.
2021_NYG_12_18_Joe Judge,2021,NYG,12,18,Joe Judge,false,Freddie Kitchens,senior offensive assistant,false,verified,https://www.giants.com/news/freddie-kitchens-jason-garrett-joe-judge-daniel-jones-kenny-golladay,Freddie Kitchens reaches out to players for input,New York Giants,2021-12-02,2026-07-20,Kitchens became play caller beginning Week 12.
2021_NYJ_1_18_Robert Saleh,2021,NYJ,1,18,Robert Saleh,false,Mike LaFleur,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_PHI_1_7_Nick Sirianni,2021,PHI,1,7,Nick Sirianni,false,Nick Sirianni,head coach,true,verified,https://sports.yahoo.com/gannon-says-suggested-sirianni-play-152532919.html,Gannon says he suggested Sirianni give up play-calling in 2021,Yahoo Sports,2023-05-23,2026-07-20,Sirianni called through the Week 7 loss at Las Vegas.
2021_PHI_8_19_Nick Sirianni,2021,PHI,8,19,Nick Sirianni,false,Shane Steichen,offensive coordinator,false,verified,https://sports.yahoo.com/gannon-says-suggested-sirianni-play-152532919.html,Gannon says he suggested Sirianni give up play-calling in 2021,Yahoo Sports,2023-05-23,2026-07-20,"Steichen took over after Philadelphia fell to 2-5, beginning Week 8."
2021_PIT_1_19_Mike Tomlin,2021,PIT,1,19,Mike Tomlin,false,Matt Canada,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_SEA_1_18_Pete Carroll,2021,SEA,1,18,Pete Carroll,false,Shane Waldron,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_SF_1_21_Kyle Shanahan,2021,SF,1,21,Kyle Shanahan,false,Kyle Shanahan,head coach,true,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_TB_1_20_Bruce Arians,2021,TB,1,20,Bruce Arians,false,Byron Leftwich,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_TEN_1_20_Mike Vrabel,2021,TEN,1,20,Mike Vrabel,false,Todd Downing,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2021_WAS_1_18_Ron Rivera,2021,WAS,1,18,Ron Rivera,false,Scott Turner,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2021/coaches.htm,2021 NFL Coaches,Pro Football Reference,2021,2026-07-20,Caller verified against the 2021 coaching structure and contemporaneous reporting.
2022_ARI_1_18_Kliff Kingsbury,2022,ARI,1,18,Kliff Kingsbury,false,Kliff Kingsbury,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_ATL_1_18_Arthur Smith,2022,ATL,1,18,Arthur Smith,false,Arthur Smith,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_BAL_1_19_John Harbaugh,2022,BAL,1,19,John Harbaugh,false,Greg Roman,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_BUF_1_20_Sean McDermott,2022,BUF,1,20,Sean McDermott,false,Ken Dorsey,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_CAR_1_5_Matt Rhule,2022,CAR,1,5,Matt Rhule,false,Ben McAdoo,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_CAR_6_18_Steve Wilks,2022,CAR,6,18,Steve Wilks,true,Ben McAdoo,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_CHI_1_18_Matt Eberflus,2022,CHI,1,18,Matt Eberflus,false,Luke Getsy,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_CIN_1_21_Zac Taylor,2022,CIN,1,21,Zac Taylor,false,Zac Taylor,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_CLE_1_18_Kevin Stefanski,2022,CLE,1,18,Kevin Stefanski,false,Kevin Stefanski,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_DAL_1_20_Mike McCarthy,2022,DAL,1,20,Mike McCarthy,false,Kellen Moore,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_DEN_1_10_Nathaniel Hackett,2022,DEN,1,10,Nathaniel Hackett,false,Nathaniel Hackett,head coach,true,verified,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/experience-calling-plays-gave-klint-kubiak-the-edge-over-justin-outten,Experience calling plays gave Klint Kubiak the edge over Justin Outten,NBC Sports,2022-11-20,2026-07-20,Hackett called through Week 10 before transferring duties to Kubiak.
2022_DEN_11_16_Nathaniel Hackett,2022,DEN,11,16,Nathaniel Hackett,false,Klint Kubiak,quarterbacks coach/offensive pass game coordinator,false,verified,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/experience-calling-plays-gave-klint-kubiak-the-edge-over-justin-outten,Experience calling plays gave Klint Kubiak the edge over Justin Outten,NBC Sports,2022-11-20,2026-07-20,Kubiak began calling plays in Week 11 and continued through Hackett's dismissal after Week 16.
2022_DEN_17_18_Jay Rosburg,2022,DEN,17,18,Jay Rosburg,true,Justin Outten,offensive coordinator,false,verified,https://www.nfl.com/_amp/2022-nfl-season-week-17-what-we-learned-from-sunday-s-games,"2022 NFL season, Week 17: What We Learned from Sunday's games",NFL,2023-01-01,2026-07-20,Outten called the offense in Weeks 17 and 18 under interim head coach Jerry Rosburg.
2022_DET_1_18_Dan Campbell,2022,DET,1,18,Dan Campbell,false,Ben Johnson,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_GB_1_18_Matt LaFleur,2022,GB,1,18,Matt LaFleur,false,Matt LaFleur,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_HOU_1_18_Lovie Smith,2022,HOU,1,18,Lovie Smith,false,Pep Hamilton,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_IND_1_9_Frank Reich,2022,IND,1,9,Frank Reich,false,Frank Reich,head coach,true,verified,https://www.colts.com/news/parks-frazier-offensive-play-caller-offense-jeff-saturday-raiders-week-10,"Parks Frazier Aims To Be 'Aggressive, But In My Own Way' As Colts' Offensive Playcaller",Indianapolis Colts,2022-11-10,2026-07-20,Reich was the prior caller before his dismissal following Week 9.
2022_IND_10_18_Jeff Saturday,2022,IND,10,18,Jeff Saturday,true,Parks Frazier,pass game specialist/assistant quarterbacks coach,false,verified,https://www.colts.com/news/parks-frazier-offensive-play-caller-offense-jeff-saturday-raiders-week-10,"Parks Frazier Aims To Be 'Aggressive, But In My Own Way' As Colts' Offensive Playcaller",Indianapolis Colts,2022-11-10,2026-07-20,Frazier became the play caller beginning with Week 10.
2022_JAX_1_20_Doug Pederson,2022,JAX,1,20,Doug Pederson,false,Doug Pederson / Press Taylor,head coach / offensive coordinator,true,verified,https://www.jaguars.com/news/coach-pederson-reflects-on-jaguars-week-1-win-2023,Coach Pederson Reflects on Jaguars Week 1 Win,Jacksonville Jaguars,2023-09-10,2026-07-20,Pederson called first halves and Taylor called second halves throughout 2022; the combined label avoids unsupported sole attribution.
2022_KC_1_22_Andy Reid,2022,KC,1,22,Andy Reid,false,Andy Reid,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_LA_1_18_Sean McVay,2022,LA,1,18,Sean McVay,false,Sean McVay,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_LAC_1_19_Brandon Staley,2022,LAC,1,19,Brandon Staley,false,Joe Lombardi,offensive coordinator,false,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
2022_LV_1_18_Josh McDaniels,2022,LV,1,18,Josh McDaniels,false,Josh McDaniels,head coach,true,verified,https://www.pro-football-reference.com/years/2022/coaches.htm,2022 NFL Coaches,Pro Football Reference,2022,2026-07-20,Caller assignment verified against the 2022 coaching structure and contemporaneous reporting.
